drug,n_targets_in_network,n_hub_targets,sum_centrality,mean_centrality,max_centrality,mean_degree,mean_betweenness,mean_closeness,mean_interaction_score,n_communities_hit,max_module_coverage,mean_module_coverage,n_targets_in_network_norm,n_hub_targets_norm,sum_centrality_norm,mean_centrality_norm,n_communities_hit_norm,max_module_coverage_norm,mean_module_coverage_norm,mean_interaction_score_norm,hub_component,centrality_component,module_component,evidence_component,drug_score
DOXORUBICIN HYDROCHLORIDE,3,0,0.38962243603284297,0.129874145344281,0.1497564600882522,0.07818930041152257,0.012322467154859002,0.2991106684664614,0.05325725661903293,2,0.10526315789473684,0.09429824561403508,0.5,0.0,0.47507562647314505,0.1933097764188704,0.5,0.08571428571428573,0.06785714285714285,0.0009084397663864123,0.0,0.3955307461622336,0.28928571428571426,0.0009084397663864123,0.21611486331035565
HYALURONIC ACID,1,1,0.2030667464397885,0.2030667464397885,0.2030667464397885,0.1234567901234567,0.0787082733165118,0.4070351758793969,2.917092846427472,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.18911815703437257,0.4752372105186471,0.0,0.0,0.0,0.055455497880802423,0.3333333333333333,0.2371302416727804,0.0,0.055455497880802423,0.21429153822981895
AVORALSTAT,1,1,0.1837593704419889,0.1837593704419889,0.1837593704419889,0.1728395061728395,0.0322847589992812,0.3461538461538461,13.12691780892362,1,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.159523303112323,0.40086795880758364,0.0,0.05,0.05,0.2499205424347548,0.3333333333333333,0.20002203919843659,0.025,0.2499205424347548,0.21417150946777905
ABT-510,1,1,0.1843990896784126,0.1843990896784126,0.1843990896784126,0.1111111111111111,0.0430713795990036,0.3990147783251231,13.12691780892362,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.1605038815894419,0.403332065837116,0.0,0.0,0.0,0.2499205424347548,0.3333333333333333,0.20125156054585575,0.0,0.2499205424347548,0.2096633180067467
HEPATITIS B VACCINE,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,7.501095891,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.1632732404933867,0.4102912199504702,0.0,0.0,0.0,0.1427663342147007,0.3333333333333333,0.2047239862318344,0.0,0.1427663342147007,0.20569457787013545
MIGALASTAT,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,2.500365296937833,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.1632732404933867,0.4102912199504702,0.0,0.0,0.0,0.047518149123498235,0.3333333333333333,0.2047239862318344,0.0,0.047518149123498235,0.20093216861557534
GNE-7883,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,1.875273972703375,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.1632732404933867,0.4102912199504702,0.0,0.0,0.0,0.035612125987541966,0.3333333333333333,0.2047239862318344,0.0,0.035612125987541966,0.20033686745877752
VACCINE,1,1,0.1862057907275933,0.1862057907275933,0.1862057907275933,0.1481481481481481,0.0456043591697669,0.3648648648648648,1.363835616511545,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.1632732404933867,0.4102912199504702,0.0,0.0,0.0,0.025870834330850464,0.3333333333333333,0.2047239862318344,0.0,0.025870834330850464,0.19984980287594295
ROSUVASTATIN,1,1,0.1697438245643551,0.1697438245643551,0.1697438245643551,0.1358024691358024,0.025789519578722,0.3476394849785407,2.187819634820604,1,0.125,0.125,0.0,0.3333333333333333,0.13803990563077873,0.34688208007603066,0.0,0.11785714285714288,0.11785714285714288,0.041565137555520104,0.3333333333333333,0.17308457683819856,0.05892857142857144,0.041565137555520104,0.1997644685654364
CYCLOSPORINE,3,0,0.32066232954227036,0.10688744318075678,0.1407028306641994,0.045267489711934096,0.018217224020505702,0.25717761580983056,0.18151398559599843,2,0.2222222222222222,0.13742690058479531,0.5,0.0,0.3693717608484186,0.10476828639965674,0.5,0.2761904761904762,0.1380952380952381,0.0033513269467707455,0.0,0.31611636634410634,0.36047619047619045,0.0033513269467707455,0.19870935098021916
SALVIANOLIC ACID B,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,1.875273972703375,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.035612125987541966,0.3333333333333333,0.1779931926820726,0.0,0.035612125987541966,0.1896445500388728
ARGININE,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,1.875273972703375,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.035612125987541966,0.3333333333333333,0.1779931926820726,0.0,0.035612125987541966,0.1896445500388728
L-NAME,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,1.875273972703375,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.035612125987541966,0.3333333333333333,0.1779931926820726,0.0,0.035612125987541966,0.1896445500388728
RONOPTERIN,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,1.875273972703375,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.035612125987541966,0.3333333333333333,0.1779931926820726,0.0,0.035612125987541966,0.1896445500388728
TILARGININE ACETATE,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,1.250182648468916,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.023706102851585684,0.3333333333333333,0.1779931926820726,0.0,0.023706102851585684,0.18904924888207497
SAPROPTERIN,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.7501095890813501,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.014181284342820675,0.3333333333333333,0.1779931926820726,0.0,0.014181284342820675,0.18857300795663673
ANTIHYPERTENSIVE AGENT,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.7032277397637656,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.013288332607623953,0.3333333333333333,0.1779931926820726,0.0,0.013288332607623953,0.18852836036987689
GW274150,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.011800079715629417,0.3333333333333333,0.1779931926820726,0.0,0.011800079715629417,0.18845394772527715
L-NNA,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.6250913242344582,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.011800079715629417,0.3333333333333333,0.1779931926820726,0.0,0.011800079715629417,0.18845394772527715
TILARGININE,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.5357925636295356,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.010099219267635663,0.3333333333333333,0.1779931926820726,0.0,0.010099219267635663,0.18836890470287748
DIURETIC,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.4688184931758437,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.00882357393164035,0.3333333333333333,0.1779931926820726,0.0,0.00882357393164035,0.18830512243607772
SILDENAFIL,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.3409589041278864,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.0063882510174674756,0.3333333333333333,0.1779931926820726,0.0,0.0063882510174674756,0.18818335629036906
SPIRONOLACTONE,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.2344092465879218,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.004358815255656746,0.3333333333333333,0.1779931926820726,0.0,0.004358815255656746,0.18808188450227853
DIGOXIN,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.1103102336884338,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.001995119486018369,0.3333333333333333,0.1779931926820726,0.0,0.001995119486018369,0.18796369971379662
"IBUPROFEN, SODIUM SALT",1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.096167896,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.0017257524460563105,0.3333333333333333,0.1779931926820726,0.0,0.0017257524460563105,0.1879502313617985
METHOTREXATE,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.083717588,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.001488613248388959,0.3333333333333333,0.1779931926820726,0.0,0.001488613248388959,0.18793837440191513
DAUNORUBICIN LIPOSOMAL,1,1,0.172297774510919,0.172297774510919,0.172297774510919,0.0864197530864197,0.0334147469169255,0.3970588235294117,0.041214813,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.14195466730535317,0.3567195300979867,0.0,0.0,0.0,0.0006790691020002956,0.3333333333333333,0.1779931926820726,0.0,0.0006790691020002956,0.1878978971945957
DANAZOL,2,0,0.2926901777411643,0.14634508887058215,0.1497564600882522,0.11111111111111105,0.020496102609787653,0.3074280528908478,3.4380022832895207,2,0.16666666666666666,0.125,0.25,0.0,0.32649531059782655,0.2567534958122154,0.5,0.18571428571428572,0.11785714285714288,0.06537718382743266,0.0,0.2902737040425779,0.3292857142857143,0.06537718382743266,0.18523548366554565
ANTISENSE OLIGONUCLEOTIDES,1,1,0.1608696462009019,0.1608696462009019,0.1608696462009019,0.0987654320987654,0.0331941558545896,0.3506493506493506,1.060761035064535,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.12443733154849322,0.31270001387937413,0.0,0.0,0.0,0.02009821705281106,0.3333333333333333,0.15602866993805883,0.0,0.02009821705281106,0.18008304549453075
ANG1005,1,1,0.1608696462009019,0.1608696462009019,0.1608696462009019,0.0987654320987654,0.0331941558545896,0.3506493506493506,1.029562181092049,1,0.05263157894736842,0.05263157894736842,0.0,0.3333333333333333,0.12443733154849322,0.31270001387937413,0.0,0.0,0.0,0.019503977038895247,0.3333333333333333,0.15602866993805883,0.0,0.019503977038895247,0.18005333349383498
AZATHIOPRINE,2,0,0.2830251894276949,0.14151259471384744,0.1591391249320625,0.06790123456790115,0.048649536586628045,0.3079870129870129,0.2954465571234926,2,0.1111111111111111,0.09722222222222221,0.25,0.0,0.3116805622173091,0.23813941928646662,0.5,0.09523809523809525,0.07261904761904761,0.005521383992765756,0.0,0.27728210689459454,0.2930952380952381,0.005521383992765756,0.16980795957652373
PICIBANIL,2,0,0.2904592907524516,0.1452296453762258,0.1497564600882522,0.10493827160493821,0.0179907020925034,0.3127599624312357,0.4481786853001777,2,0.08333333333333333,0.06798245614035087,0.25,0.0,0.32307574832509317,0.2524569669617538,0.5,0.05,0.02499999999999999,0.008430450526207832,0.0,0.28727496425107274,0.27,0.008430450526207832,0.16933150822673948
RECOMBINANT EOTAXIN,2,0,0.2904592907524516,0.1452296453762258,0.1497564600882522,0.10493827160493821,0.0179907020925034,0.3127599624312357,0.373482237750148,2,0.08333333333333333,0.06798245614035087,0.25,0.0,0.32307574832509317,0.2524569669617538,0.5,0.05,0.02499999999999999,0.007007718201785382,0.0,0.28727496425107274,0.27,0.007007718201785382,0.16926037161051835
PREDNISOLONE,2,0,0.2904592907524516,0.1452296453762258,0.1497564600882522,0.10493827160493821,0.0179907020925034,0.3127599624312357,0.11541443607371225,2,0.08333333333333333,0.06798245614035087,0.25,0.0,0.32307574832509317,0.2524569669617538,0.5,0.05,0.02499999999999999,0.002092338483201146,0.0,0.28727496425107274,0.27,0.002092338483201146,0.16901460262458914
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES,2,0,0.1941974775911599,0.09709873879557995,0.1033982175768133,0.03086419753086415,0.01234567901234565,0.24808633984353012,0.7813641552930728,1,0.6666666666666666,0.6666666666666666,0.25,0.0,0.1755231083855835,0.06706359672927524,0.0,1.0,1.0,0.014776585499618486,0.0,0.1578806332115743,0.5,0.014776585499618486,0.16389108255961066
OCRIPLASMIN,2,0,0.1941974775911599,0.09709873879557995,0.1033982175768133,0.03086419753086415,0.01234567901234565,0.24808633984353012,0.5757420091633169,1,0.6666666666666666,0.6666666666666666,0.25,0.0,0.1755231083855835,0.06706359672927524,0.0,1.0,1.0,0.010860130520685502,0.0,0.1578806332115743,0.5,0.010860130520685502,0.16369525981066402
UROKINASE,2,0,0.2769772597373369,0.13848862986866844,0.1497564600882522,0.09259259259259256,0.0030667368788459,0.3198065601345669,0.6446254281167851,2,0.08333333333333333,0.06798245614035087,0.25,0.0,0.3024101364620242,0.2264915390793295,0.5,0.05,0.02499999999999999,0.012172142938628052,0.0,0.2691525299548109,0.27,0.012172142938628052,0.1622696191288558
SIMVASTATIN,2,0,0.258656519817024,0.129328259908512,0.1447431617691939,0.06172839506172835,0.00510036431332725,0.3211560203504805,1.3126917804999998,2,0.125,0.11805555555555555,0.25,0.0,0.2743276242787365,0.1912071037727928,0.5,0.11785714285714288,0.10654761904761906,0.02489670515770805,0.0,0.24452594327120608,0.3066666666666667,0.02489670515770805,0.1603885458997012
HUMAN C1-ESTERASE INHIBITOR,2,0,0.2377886775712133,0.11889433878560665,0.1206432651133009,0.0617283950617283,0.00669474287563875,0.2882598784194529,1.0017910959441712,2,0.16666666666666666,0.125,0.25,0.0,0.242340846634611,0.15101713148390367,0.5,0.18571428571428572,0.11785714285714288,0.01897502523703464,0.0,0.2164755627624766,0.3292857142857143,0.01897502523703464,0.15339611922398524
GENISTEIN,2,0,0.2513446106134263,0.12567230530671314,0.1497564600882522,0.074074074074074,0.00156104177137365,0.3013818000746919,0.032332309499999996,2,0.08333333333333333,0.06798245614035087,0.25,0.0,0.26311973746923817,0.17712488938714113,0.5,0.05,0.02499999999999999,0.0005098853554401753,0.0,0.23469733555076144,0.27,0.0005098853554401753,0.14790442848807658
PGD2,2,0,0.2823182106419335,0.14115910532096676,0.1447431617691939,0.09259259259259256,0.00225051440329215,0.32863420896701556,0.33708628447606337,1,0.25,0.25,0.25,0.0,0.31059688653331247,0.23677782868817246,0.0,0.3214285714285715,0.3214285714285715,0.006314489796692526,0.0,0.27633179187310797,0.16071428571428575,0.006314489796692526,0.14299129838193497
BUTAPROST (FREE ACID FORM),2,0,0.2823182106419335,0.14115910532096676,0.1447431617691939,0.09259259259259256,0.00225051440329215,0.32863420896701556,0.2772091155230785,1,0.25,0.25,0.25,0.0,0.31059688653331247,0.23677782868817246,0.0,0.3214285714285715,0.3214285714285715,0.005174018106827242,0.0,0.27633179187310797,0.16071428571428575,0.005174018106827242,0.1429342747974417
FLUPROSTENOL,2,0,0.2751500977454792,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.5803479452366234,1,0.25,0.25,0.25,0.0,0.29960941448680023,0.22297255570984323,0.0,0.3214285714285715,0.3214285714285715,0.0109478591122136,0.0,0.2666964739563531,0.16071428571428575,0.0109478591122136,0.13936883968100908
CLOPROSTENOL,2,0,0.2751500977454792,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.348208767199196,1,0.25,0.25,0.25,0.0,0.29960941448680023,0.22297255570984323,0.0,0.3214285714285715,0.3214285714285715,0.006526338100287317,0.0,0.2666964739563531,0.16071428571428575,0.006526338100287317,0.13914776363041276
RUBOXISTAURIN,2,0,0.2258360465797393,0.11291802328986965,0.1238860644956324,0.06790123456790115,0.016719949717634852,0.2541328855840729,0.3847003425,2,0.1111111111111111,0.09722222222222221,0.25,0.0,0.22401953936752564,0.1279972187076752,0.5,0.09523809523809525,0.07261904761904761,0.0072213878041541115,0.0,0.20040893529606535,0.2930952380952381,0.0072213878041541115,0.1391436911276815
LEVOTHYROXINE,2,0,0.2258360465797393,0.11291802328986965,0.1238860644956324,0.06790123456790115,0.016719949717634852,0.2541328855840729,0.23553082205595027,2,0.1111111111111111,0.09722222222222221,0.25,0.0,0.22401953936752564,0.1279972187076752,0.5,0.09523809523809525,0.07261904761904761,0.004380177739750445,0.0,0.20040893529606535,0.2930952380952381,0.004380177739750445,0.1390016306244613
CETUXIMAB,2,0,0.22764074139821527,0.11382037069910764,0.1407028306641994,0.0555555555555555,0.02173906053521405,0.26416649600655334,0.08361768335437444,2,0.1111111111111111,0.08187134502923976,0.25,0.0,0.2267858230682607,0.13147293190744372,0.5,0.09523809523809525,0.04761904761904762,0.001486710379198343,0.0,0.2028347911063635,0.2880952380952381,0.001486710379198343,0.13882729958055295
RECOMBINANT HUMAN STEM CELL FACTOR,2,0,0.2203908513467679,0.11019542567338395,0.1407028306641994,0.04938271604938265,0.020824134160048,0.26037942681072107,0.5369013248689395,2,0.1111111111111111,0.08187134502923976,0.25,0.0,0.21567300084695218,0.11751016197498183,0.5,0.09523809523809525,0.04761904761904762,0.010120337680988722,0.0,0.19308954901597064,0.2880952380952381,0.010120337680988722,0.13536088410948532
